Anleggsnavn;Anleggsnr;Status;Eier;Driver;Anleggsklasse;Anleggskategori;Anleggstype;Universal utforming;Måldata 1;Måldata 2;Måldata 3;Måldata 4;NGO X koordinat;NGO Y koordinat;NGO Akse;UTM Nord;UTM Øst;UTM Sone
Glitre stadion;617001102;Eksisterende;Gol kommune;Gol IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 105.00 ;Bredde 60.00 ;  ;  ;300000;30000;5;6743865;169075;33
Hallingmo idrettspark Kunstgrasbane;617001602;Eksisterende;Gol kommune;Gol kommune;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 105.00 ;Bredde 67.00 ;  ;  ;300900;30750;7;6744686;169912;33
Hallingmo idrettspark Grusbane;617001603;Eksisterende;Gol kommune;Gol kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 105.00 ;Bredde 63.00 ;  ;  ;300900;30750;5;6744686;169912;33
Hemsedal idrettspark - kunstgressbane;618000702;Eksisterende;Hemsedal kommune;Hemsedal IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 105.00 ;Bredde 60.00 ;  ;  ;318430;9020;7;6764333;150036;33
Trøim barne- og ungdomsskule;618001001;Eksisterende;Hemsedal kommune;Hemsedal kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 70.00 ;Bredde 40.00 ;  ;  ;318800;9590;5;6764645;150641;33
Bakketun idrettsplass;619000302;Eksisterende;Torpo IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 110.00 ;Bredde 65.00 ;  ;  ;296850;19200;6;6741815;158002;33
Bakketun idrettsplass;619000303;Eksisterende;Torpo IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 50.00 ;  ;  ;296850;19200;5;6741815;158002;33
Ål idrettspark;619001702;Ikke i drift;Ål IL;Ål IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 67.00 ;  ;  ;292950;10200;6;6738836;148646;33
Ål idrettspark  - Kunstgrassbane - 2012;619001703;Eksisterende;Ål IL;Ål IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 90.00 ;Bredde 50.00 ;  ;  ;292950;10200;7;6738836;148646;33
Ål idrettspark;619001706;Eksisterende;Ål IL;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 60.00 ;Bredde 40.00 ;  ;  ;292950;10200;6;6738836;148646;33
Ål idrettspark Treningsfelt fotball;619001708;Eksisterende;Ål IL;Ål IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 1.00 ;Bredde 1.00 ;  ;  ;292950;10200;6;6738836;148646;33
Ål idrettspark - Kunstgrassbane - 2008;619001709;Eksisterende;Ål IL;Ål IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 105.00 ;Bredde 67.00 ;  ;  ;292950;10200;7;6738836;148646;33
Ål folkehøgskule;619002101;Nedlagt;Ål Folkehøgskule Og Kurssenter;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 80.00 ;Bredde 52.00 ;  ;  ;292000;7000;5;6738211;145363;33
Vatsfjordbanen;619002701;Eksisterende;Fjellet IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 105.00 ;Bredde 60.00 ;  ;  ;299700;-750;5;6746661;138418;33
Geilo idrettspark;620010301;Eksisterende;Geilo IL;Geilo IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 100.00 ;Bredde 64.00 ;  ;  ;282600;-8725;5;6711537;457526;32
Geilo idrettspark kunstgressbane;620010303;Eksisterende;Geilo IL;Geilo IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 100.00 ;Bredde 64.00 ;  ;  ;282435;-8720;7;6711372;457530;32
Hol idrettspark;620010702;Eksisterende;Hol IL;Hol IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ja;Lengde 105.00 ;Bredde 64.00 ;  ;  ;290961;-5351;5;6719863;460977;32
Geilomo skole;620015002;Eksisterende;Geilom Barnesykehus;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 60.00 ;Bredde 20.00 ;  ;  ;283150;-8600;6;6730964;128932;32
Nerstad idrettspark;621000302;Eksisterende;Nedre Sigdal IF;Nedre Sigdal IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 100.00 ;Bredde 64.00 ;  ;  ;223210;-54750;6;6663212;206649;33
Nerstad idrettspark;621000303;Eksisterende;Nedre Sigdal IF;Nedre Sigdal IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 91.00 ;Bredde 54.00 ;  ;  ;223210;-54750;6;6663212;206649;33
Prestfoss idrettspark;621000505;Eksisterende;Sigdal kommune;Sigdal kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ja;Lengde 102.00 ;Bredde 63.00 ;  ;  ;227900;-60010;6;6668235;201701;33
Prestfoss barneskole;621000602;Eksisterende;Sigdal kommune;Sigdal kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 94.00 ;Bredde 47.00 ;  ;  ;227780;-60550;5;6668150;201154;33
Frydheim idrettsplass;621001001;Eksisterende;Øvre Sigdal IL;Øvre Sigdal IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 56.00 ;  ;  ;233000;60540;5;6674084;192766;33
Solemoa idrettsplass;621001401;Nedlagt;Stjerna IL;Stjerna IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;239880;58300;5;6681158;191224;33
Eggedal skole- Fotball gressbane;621001704;Eksisterende;Sigdal kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;249820;53940;6;6691492;187877;33
Eggedal skole- Grusbane;621001705;Eksisterende;Sigdal kommune;Eggedal IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;249820;53940;5;6691492;187877;33
Krøderen skole;622000503;Eksisterende;Krødsherad kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 70.00 ;  ;  ;236900;-51750;5;6676687;210531;33
Skinnesmoen idrettsplass;622000602;Eksisterende;Krødsherad IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;239770;-54250;5;6679715;208221;33
Noresund stadion;622000904;Eksisterende;Krødsherad kommune;;Kommuneanlegg;Fotballanlegg;Fotball gressbane;;Lengde 100.00 ;Bredde 64.00 ;  ;  ;243180;-60880;6;6683549;201822;33
Moløkka stadion gressbane;623000101;Eksisterende;Bingen Ballklubb;Bingen Ballklubb;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;211150;-53650;6;6651098;206968;33
Moløkka stadion;623000102;Eksisterende;Bingen Ballklubb;Bingen Ballklubb;Nærmiljøanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 85.00 ;Bredde 55.00 ;  ;  ;211150;-53650;5;6651098;206968;33
Buskerud skole gressbane;623000402;Eksisterende;Modum kommune;Modum kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;211355;-45420;6;6650771;215199;33
Buskerud skole grus;623000403;Eksisterende;Modum kommune;Modum kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 49.00 ;Bredde 42.00 ;  ;  ;211355;-45420;5;6650771;215199;33
Åmot stadion gressbane;623001002;Eksisterende;Åmot IF;Åmot IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 104.00 ;Bredde 65.00 ;  ;  ;211250;-44400;6;6650600;216210;33
Åmot stadion grusbane;623001003;Nedlagt;Åmot IF;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 90.00 ;Bredde 45.00 ;  ;  ;211250;-44400;5;6650600;216210;33
Åmot kunstgressbane;623001008;Eksisterende;Åmot IF;Åmot IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 100.00 ;Bredde 64.00 ;  ;  ;211250;-44400;7;6650600;216210;33
Simostranda idrettsplass;623001101;Eksisterende;Simostranda IL;Simostranda IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 54.00 ;  ;  ;215420;-49170;5;6655072;211717;33
Haugfoss stadion gressbane;623001301;Eksisterende;Haugfoss IF;Haugfoss IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 93.00 ;Bredde 52.00 ;  ;  ;212913;-46587;6;6652402;214134;33
Haugfoss 7'er kunstgressbane;623001304;Planlagt;Haugfoss IF;Haugfoss IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;212913;-46587;7;6652402;214134;33
Vestre Spone idrettsplass fotballbane;623001402;Eksisterende;Vestre Spone IF;Vestre Spone IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;216260;-44040;6;6655579;216894;33
Vestre spone idrettsplass;623001403;Eksisterende;Vestre Spone IF;Vestre Spone IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;216260;-44040;6;6655579;216894;33
Stalsberg skole, grus;623001703;Eksisterende;Modum kommune;Modum kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 70.00 ;Bredde 40.00 ;  ;  ;214300;-42180;5;6653502;218624;33
Stalsberg skole kunstgress og lys;623001710;Eksisterende;Modum kommune;Modum kommune;Nærmiljøanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 30.00 ;Bredde 20.00 ;  ;  ;214252;42256;7;12874473;2318920;32
Furumo fotballbane gamle grusbane;623001802;Nedlagt;Geithus IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;;Lengde 100.00 ;Bredde 60.00 ;  ;  ;216060;-42100;5;6655254;218818;33
Furumo friidrettsanlegg;623001811;Eksisterende;Modum Friidrettsklubb;Modum Friidrettsklubb;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;216060;-42100;6;6655254;218818;33
Rolighetsmoen gressbane;623001901;Eksisterende;Geithus IL;Geithus IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 104.00 ;Bredde 67.00 ;  ;  ;215735;-41300;6;6654878;219596;33
Rolighetsmoen grusbane;623001903;Nedlagt;Geithus IL;Geithus IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 80.00 ;Bredde 40.00 ;  ;  ;215735;-41300;5;6654878;219596;33
Vikersund skole grusbane;623002002;Eksisterende;Modum kommune;Modum kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 67.00 ;Bredde 40.00 ;  ;  ;219500;-40300;5;6658573;220838;33
Nordre Modum ungdomsskole gressbane;623002106;Eksisterende;Modum kommune;Modum kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 90.00 ;Bredde 40.00 ;  ;  ;219710;-40270;6;6658780;220881;33
Vikersund stadion kunstgressbane;623002302;Eksisterende;Vikersund IF;Vikersund IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 100.00 ;Bredde 68.00 ;  ;  ;218800;-40000;7;6657854;221092;33
Vikersund stadion gressbane;623002303;Eksisterende;Vikersund IF;Vikersund IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 68.00 ;  ;  ;218800;-40000;6;6657854;221092;33
Vikersund stadion grusbane;623002306;Eksisterende;Vikersund IF;Vikersund IF;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 52.00 ;  ;  ;218800;-40000;5;6657854;221092;33
Holemoen gressbane;623003101;Eksisterende;IL Moingen;IL Moingen;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 65.00 ;  ;  ;221060;-43780;6;6660355;217464;33
Holemoen grusbane;623003102;Eksisterende;IL Moingen;IL Moingen;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 65.00 ;  ;  ;221060;-43780;5;6660355;217464;33
Drolsum stadion;623003501;Eksisterende;Drolsum IF;Drolsum IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;225210;-39920;6;6664249;221586;33
Darbu skole, fotball gressbane;624000602;Eksisterende;Øvre Eiker kommune;Øvre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 50.00 ;Bredde 38.00 ;  ;  ;189653;-51665;6;6629504;207562;33
Idretten, fotball gressbane;624000701;Eksisterende;Vestfossen IF;Vestfossen IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 101.00 ;Bredde 64.00 ;  ;  ;194244;-47583;6;6633825;211934;33
Vestfossen skole, gressbane;624000803;Eksisterende;Øvre Eiker kommune;Øvre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 63.00 ;  ;  ;192841;-47651;6;6632429;211776;33
Strandajordet idrettspark, fotball gressbane;624000902;Eksisterende;Vestfossen IF;Vestfossen IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 67.00 ;  ;  ;193358;-47414;6;6632930;212046;33
Strandajordet idrettspark, grusbane;624000903;Nedlagt;Vestfossen IF;Vestfossen IF;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 102.00 ;Bredde 66.00 ;  ;  ;193358;-47414;5;6632930;212046;33
Strandajordet idrettspark, knøttebaner;624000905;Eksisterende;Vestfossen IF;Vestfossen IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 30.00 ;  ;  ;193358;-47414;6;6632906;212113;33
Strandajordet idrettspark, fotball kunstgress;624000909;Eksisterende;Vestfossen IF;Vestfossen IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 108.00 ;Bredde 68.00 ;  ;  ;193358;-47414;7;6632815;212011;33
Røkeberg skole, gressbane;624001101;Eksisterende;Øvre Eiker kommune;Øvre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 92.00 ;Bredde 42.00 ;  ;  ;193430;-46550;6;6632946;212913;33
Eiker Kvikk Stadion, fotball gressbane;624001301;Eksisterende;Eiker-Kvikk, IF;Eiker-Kvikk, IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;197133;-47367;6;6636696;212336;33
Eiker Kvikk Stadion, fotball grusbane;624001302;Nedlagt;Eiker-Kvikk, IF;Eiker-Kvikk, IF;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 65.00 ;Bredde 45.00 ;  ;  ;197157;-47297;5;6636716;212408;33
Røren idrettspark, fotballbane;624001307;Eksisterende;Eiker-Kvikk, IF;Eiker-Kvikk, IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;197117;-47505;6;6636689;212198;33
Eiker Kvikk kunstgressbane 7`er;624001316;Planlagt;Eiker-Kvikk, IF;Eiker-Kvikk, IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;  ;  ;  ;  ;197148;-47312;7;6625910;549207;32
Øvre Eiker Stadion - Gressbanen;624001802;Eksisterende;Øvre Eiker kommune;Øvre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 67.00 ;  ;  ;196130;-45890;6;6635599;213746;33
Øvre Eiker Stadion - treningsfelt;624001803;Eksisterende;Øvre Eiker kommune;Øvre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 70.00 ;Bredde 40.00 ;  ;  ;196130;-45890;6;6635599;213746;33
Hokksund ungdomskole fotball gressbane;624002102;Ikke i drift;Øvre Eiker kommune;Øvre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 90.00 ;Bredde 40.00 ;  ;  ;197425;-45620;6;6636875;214099;33
Loesmoen idrettspark, fotball grusbane;624002501;Eksisterende;Hokksund Fotballklubb;Hokksund Fotballklubb;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;196895;-44275;5;6636259;215408;33
Loesmoen idrettspark, fotball gressbane;624002506;Eksisterende;Hokksund Fotballklubb;Hokksund Fotballklubb;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 107.00 ;Bredde 67.00 ;  ;  ;196868;-44405;6;6636240;215277;33
Stryken;624002701;Ikke i drift;Hokksund IL;Hokksund IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 103.00 ;Bredde 60.00 ;  ;  ;197695;-44800;5;6637092;214936;33
Falkbanen, kunstgressbane;624002901;Eksisterende;Hokksund IL;Hokksund IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ikke vurdert;Lengde 100.00 ;Bredde 64.00 ;  ;  ;198266;-45211;7;6637688;214562;33
Wendelborgbanen;624003001;Nedlagt;Wendelborg Vel;Wendelborg Vel;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;199770;-45560;5;6639213;214311;33
Hærebrusand, fotball gressbane;624003501;Eksisterende;Bakke IF;Bakke IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 63.00 ;  ;  ;205000;-47170;6;6644539;213041;33
Hærebrusand treningsbane;624003505;Nedlagt;Bakke IF;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 1.00 ;Bredde 1.00 ;  ;  ;204914;-47125;5;6644450;213080;33
Skotselv skole - grusbane (70x40m);624003603;Eksisterende;Øvre Eiker kommune;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 70.00 ;Bredde 40.00 ;  ;  ;206200;-46985;5;6645725;213303;33
Skotselv Kunstgressbane;624003613;Eksisterende;Øvre Eiker kommune;Bakke IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;  ;  ;  ;  ;220379;-587301;7;6635074;9352;32
Hassel kretsfengsel, fotball grusbane;624003701;Eksisterende;Justisdepartementet;Justisdepartementet;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 80.00 ;Bredde 50.00 ;  ;  ;206110;-46830;5;6645625;213452;33
Vassenga idrettspark gressbane;625001501;Eksisterende;Mjøndalen IF;Mjøndalen IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 100.00 ;Bredde 60.00 ;  ;  ;194387;-39214;6;6623361;557371;32
Vassenga idrettspark gressbane;625001502;Eksisterende;Mjøndalen IF;Mjøndalen IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 90.00 ;Bredde 60.00 ;  ;  ;194515;-39122;6;6623492;557460;32
Vassenga idrettspark gressbane;625001503;Eksisterende;Mjøndalen IF;Mjøndalen IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 100.00 ;Bredde 80.00 ;  ;  ;194413;-39099;6;6623390;557486;32
Nedre Eiker stadion fotballbane;625001702;Eksisterende;Nedre Eiker kommune;Nedre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 100.00 ;Bredde 65.00 ;  ;  ;194600;-39550;6;6633663;219978;33
Nedre Eiker stadion;625001703;Nedlagt;Nedre Eiker kommune;Nedre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 90.00 ;Bredde 50.00 ;  ;  ;194600;-39550;5;6633663;219978;33
Nedre Eiker stadion;625001704;Nedlagt;Mjøndalen IF;Mjøndalen IF;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 100.00 ;Bredde 64.00 ;  ;  ;194600;-39550;5;6633663;219978;33
Mjøndalen stadion kunstgressbane med lys og undervarme;625001709;Eksisterende;Mjøndalen IF;Mjøndalen IF;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Ant baner 1.00 stk;Bredde 73.00 meter;Lengde 105.00 meter;Lengde  ;194673;-39562;7;6633736;219971;33
Ytterkollen fotballbane grus;625001801;Eksisterende;Ytterkollen IL;Ytterkollen IL;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 100.00 ;Bredde 60.00 ;  ;  ;195200;-36150;5;6634042;223411;33
Solberg idrettspark gressbane;625002001;Eksisterende;Solberg Sportsklubb;Solberg Sportsklubb;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 101.00 ;Bredde 64.00 ;  ;  ;196605;-36262;6;6625655;560264;32
Solberg idrettspark grusbane;625002002;Eksisterende;Solberg Sportsklubb;Solberg Sportsklubb;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 107.00 ;Bredde 63.00 ;  ;  ;196603;-36207;5;6625654;560319;32
Solberg kunstgressbane;625002004;Eksisterende;Solberg Sportsklubb;Solberg Sportsklubb;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Nei;Lengde 100.00 ;Bredde 64.00 ;  ;  ;196622;-36062;7;6625677;560463;32
Årbogen idrettspark fotball gress;625002101;Eksisterende;Birkebeineren, IF;Birkebeineren, IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 100.00 ;Bredde 60.00 ;  ;  ;197655;-40276;6;6626600;556225;32
Årbogen grusbane;625002102;Nedlagt;Birkebeineren, IF;Birkebeineren, IF;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 105.00 ;Bredde 60.00 ;  ;  ;197678;-40388;5;6626620;556113;32
Årbogen 2 fotballbane;625002108;Eksisterende;Birkebeineren, IF;Birkebeineren, IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei; 0.00 ; 0.00 ;  ;  ;197544;-40295;6;6636650;219424;33
Årbogen idrettspark- kunstgressbane med undervarme;625002111;Eksisterende;Birkebeineren Idrettsanlegg AS;Birkebeineren Idrettsanlegg AS;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 105.00 meter;Bredde 67.00 meter;  ;  ;197680;-40390;7;6636792;219338;33
Steinbergbanen gressbane;625002201;Eksisterende;Steinberg IF;Steinberg IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 100.00 ;Bredde 64.00 ;  ;  ;196400;-43250;6;6635699;216400;33
Steinberg stadion grus;625002207;Eksisterende;Steinberg IF;Steinberg IF;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 90.00 ;Bredde 45.00 ;  ;  ;196081;-43356;5;6624947;553188;32
Eknes grusbane fotball;625002304;Eksisterende;Nedre Eiker kommune;Nedre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Nei;Lengde 100.00 ;Bredde 64.00 ;  ;  ;196159;-39950;5;6625113;556590;32
Åsen grusbane;625003103;Nedlagt;Nedre Eiker kommune;Nedre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 105.00 ;Bredde 65.00 ;  ;  ;193085;-39286;5;6622059;557333;32
Birkebeinerbanen;625003301;Nedlagt;Birkebeineren, IF;Birkebeineren, IF;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 106.00 ;Bredde 64.00 ;  ;  ;196089;-40325;6;6625033;556217;32
Killingrud ungdomsskole;625003403;Nedlagt;Nedre Eiker kommune;Nedre Eiker kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Nei;Lengde 90.00 ;Bredde 60.00 ;  ;  ;196300;-36000;6;6635131;223632;33
Vikåsen Kunstgressbane;625008101;Eksisterende;Vikåsen IL;Vikåsen IL;Kommuneanlegg;Fotballanlegg;Fotball kunstgressbane;Ja;Lengde 100.00 meter;Bredde 64.00 meter;  ;  ;193085;-39286;7;6622059;557333;32
Mjøndalen Sport og kultursenter fotballh;625008202;Eksisterende;Mjøndalen Sport- og Kultursenter AS;Mjøndalen Sport- og Kultursenter AS;Kommuneanlegg;Fotballanlegg;Fotball Treningshall 70x50;Nei;Lengde 73.00 ;Bredde 60.00 ;Høyde 12.00 ;Høyde  ;194530;-39427;;6623499;557155;32
Sylling idrettspark gressbane ;626000302;Eksisterende;Lier kommune;Lier kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 64.00 ;  ;  ;210650;-24000;6;6648683;236539;33
Sylling idrettspark gressbane;626000303;Eksisterende;Lier kommune;Lier kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 59.00 ;  ;  ;210650;-24000;6;6648683;236539;33
Sylling skole grusbane;626000402;Eksisterende;Lier kommune;Lier kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 60.00 ;Bredde 40.00 ;  ;  ;210700;-23860;5;6648724;236682;33
Sjåstad gressbane;626000601;Eksisterende;Sjåstad/Vestre Lier IL;Sjåstad/Vestre Lier IL;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 105.00 ;Bredde 70.00 ;  ;  ;206990;-27690;6;6645267;232619;33
Sjåstad grusbane;626000602;Eksisterende;Sjåstad/Vestre Lier IL;;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 90.00 ;Bredde 45.00 ;  ;  ;206990;-27690;5;6645267;232619;33
Tranby idrettspark grusbane;626001301;Nedlagt;Lier kommune;Lier kommune;Kommuneanlegg;Fotballanlegg;Fotball grusbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;201540;-25250;5;6639669;234703;33
Tranby idrettspark gressbane;626001302;Eksisterende;Lier kommune;Lier kommune;Kommuneanlegg;Fotballanlegg;Fotball gressbane;Ikke vurdert;Lengde 100.00 ;Bredde 60.00 ;  ;  ;201540;-25250;6;6639669;234703;33
